ECU log 12.08.2023 16:56:53

ECU Config:

Ignition sequence timings:
state,duration
8,100
9,250
10,500
11,5000
12,1000
13,2000

State configuration:
state,fuelVentingValve,oxVentingValve,N2VentingValve,pressPower,pressPos,purgePower,purgePos,MFVpower,MFVpos,MFVdegree,MFVduration,MFVdelay,MOVpower,MOVpos,MOVdegree,MOVduration,MOVdelay
1615370,5,0,1,900,True,900,False,1000,False,900,False
1615370,5,0,1,900,True,900,True,1000,False,900,False
1615370,5,0,1,900,True,900,True,1000,True,900,False
1615370,5,0,1,900,True,900,True,1000,True,900,True
1620380,5,0,1,900,False,900,True,1000,True,900,True
1620380,5,0,1,900,False,900,False,1000,True,900,True
1620380,5,0,1,900,False,900,False,1000,False,900,True
1620380,5,0,1,900,False,900,False,1000,False,900,False
1680214,6,0,1,900,False,900,False,1000,False,900,False
1680214,6,1,1,900,False,900,False,1000,False,900,False
1680214,6,1,1,2000,False,900,False,1000,False,900,False
1680214,6,1,1,2000,True,900,False,1000,False,900,False
1680214,6,1,1,2000,True,900,True,1000,False,900,False
1680214,6,1,1,2000,True,900,True,1000,True,900,False
1680214,6,1,1,2000,True,900,True,1000,True,900,True
1685223,6,1,1,2000,False,900,True,1000,True,900,True
1685223,6,1,1,2000,False,900,False,1000,True,900,True
1685223,6,1,1,2000,False,900,False,1000,False,900,True
1685223,6,1,1,2000,False,900,False,1000,False,900,False
1701537,8,1,1,2000,False,900,False,1000,False,900,False
1701537,8,1,1,2000,True,900,False,1000,False,900,False
1701537,8,1,1,2000,True,900,True,1000,False,900,False
1701537,8,1,1,2000,True,900,True,1000,True,900,False
1701537,8,1,1,2000,True,900,True,1000,True,900,True
1701647,9,1,1,2000,True,900,True,1000,True,900,True
1701647,9,1,1,2000,True,900,True,1201,True,900,True
1701907,10,1,1,2000,True,900,True,1201,True,900,True
1701907,10,1,1,2000,True,900,True,1361,True,900,True
1701907,10,1,1,2000,True,900,True,1361,True,1110,True
1701907,10,1,1,2000,True,900,True,1629,True,1110,True
1701907,10,1,1,2000,True,900,True,1629,True,1461,True
1702408,11,1,1,2000,True,900,True,1629,True,1461,True
1702408,11,1,1,2000,True,900,True,2050,True,1461,True
1702408,11,1,1,2000,True,900,True,2050,True,1900,True
1707412,12,1,1,2000,True,900,True,2050,True,1900,True
1707412,12,1,1,900,True,900,True,2050,True,1900,True
1707412,12,1,1,900,True,900,True,1000,True,1900,True
1707412,12,1,1,900,True,900,True,1000,True,900,True
1708422,13,1,1,900,True,900,True,1000,True,900,True
1708422,13,1,1,900,True,2100,True,1000,True,900,True
1710424,14,1,1,900,True,2100,True,1000,True,900,True
1710424,14,1,1,900,True,900,True,1000,True,900,True
1715428,14,1,1,900,False,900,True,1000,True,900,True
1715428,14,1,1,900,False,900,False,1000,True,900,True
1715428,14,1,1,900,False,900,False,1000,False,900,True
1715428,14,1,1,900,False,900,False,1000,False,900,False
1734552,14,1,1,900,False,900,False,1000,True,900,False
1736553,14,1,1,900,False,900,False,2050,True,900,False
1740156,14,1,1,900,False,900,False,2050,True,900,True
1741356,14,1,1,900,False,900,False,2050,True,1900,True
1752464,14,1,1,900,False,900,True,2050,True,1900,True
1753465,14,1,1,900,False,2100,True,2050,True,1900,True
1765973,14,1,0,900,False,2100,True,2050,True,1900,True
1767775,14,0,0,900,False,2100,True,2050,True,1900,True
1772978,14,1,0,900,False,2100,True,2050,True,1900,True
1776481,14,1,0,900,False,2100,True,1000,True,1900,True
1777782,14,1,0,900,False,2100,True,2050,True,1900,True
1779083,14,1,0,900,False,2100,True,1000,True,1900,True
1787388,14,1,0,900,False,2100,True,2050,True,1900,True
1808002,14,1,1,900,False,2100,True,2050,True,1900,True
